,filename,i1,j1
4067,output2_7_1,18,18
4068,output2_80_0,9,12
4069,output2_80_1,14,10
4070,output2_81_0,10,13
4071,output2_81_1,13,17
4072,output2_82_0,10,13
4073,output2_82_1,13,17
4074,output2_83_0,11,15
4075,output2_83_1,15,15
4076,output2_84_0,9,16
4077,output2_84_1,15,15
4078,output2_85_0,9,10
4079,output2_85_1,15,15
4080,output2_86_0,16,4
4081,output2_86_1,11,15
4082,output2_87_0,16,4
4083,output2_87_1,9,16
4084,output2_88_0,16,5
4085,output2_88_1,9,16
4086,output2_89_0,8,14
4087,output2_89_1,9,16
4088,output2_8_0,2,12
4089,output2_8_1,18,18
4090,output2_90_0,8,15
4091,output2_90_1,9,16
4092,output2_91_0,9,16
4093,output2_91_1,9,18
4094,output2_92_0,17,13
4095,output2_92_1,10,18
4096,output2_93_0,18,13
4097,output2_93_1,12,7
4098,output2_94_0,15,12
4099,output2_94_1,14,8
4100,output2_95_0,18,13
4101,output2_95_1,14,9
4102,output2_96_0,18,15
4103,output2_96_1,12,10
4104,output2_97_0,18,17
4105,output2_97_1,9,10
4106,output2_98_0,18,17
4107,output2_98_1,12,12
4108,output2_99_0,16,17
4109,output2_99_1,10,13
4110,output2_9_0,2,11
4111,output2_9_1,13,18
4112,output30_0_0,15,10
4113,output30_10_0,6,14
4114,output30_11_0,6,14
4115,output30_12_0,6,14
4116,output30_13_0,7,14
4117,output30_14_0,7,14
4118,output30_15_0,8,15
4119,output30_16_0,9,16
4120,output30_17_0,9,18
4121,output30_18_0,9,18
4122,output30_19_0,9,18
4123,output30_1_0,17,13
4124,output30_20_0,9,18
4125,output30_21_0,5,0
4126,output30_22_0,11,2
4127,output30_23_0,11,1
4128,output30_24_0,12,1
4129,output30_25_0,9,2
4130,output30_26_0,11,1
4131,output30_27_0,11,3
4132,output30_28_0,15,3
4133,output30_29_0,14,3
4134,output30_2_0,17,13
4135,output30_30_0,12,5
4136,output30_31_0,13,5
4137,output30_32_0,13,5
4138,output30_33_0,12,7
4139,output30_34_0,12,7
4140,output30_35_0,12,7
4141,output30_36_0,14,8
4142,output30_37_0,14,9
4143,output30_38_0,12,9
4144,output30_39_0,14,9
4145,output30_3_0,18,15
4146,output30_40_0,14,10
4147,output30_41_0,12,7
4148,output30_42_0,12,7
4149,output30_43_0,13,9
4150,output30_44_0,14,10
4151,output30_45_0,11,7
4152,output30_46_0,9,7
4153,output30_47_0,8,7
4154,output30_48_0,9,8
4155,output30_49_0,11,9
4156,output30_4_0,18,17
4157,output30_50_0,9,10
4158,output30_51_0,10,13
4159,output30_52_0,10,13
4160,output30_53_0,10,13
4161,output30_54_0,8,14
4162,output30_55_0,7,14
4163,output30_56_0,7,14
4164,output30_57_0,8,15
4165,output30_58_0,9,16
4166,output30_59_0,6,11
4167,output30_5_0,10,18
4168,output30_60_0,6,14
4169,output30_61_0,6,14
4170,output30_62_0,5,14
4171,output30_63_0,5,14
4172,output30_64_0,9,0
4173,output30_65_0,7,2
4174,output30_66_0,9,2
4175,output30_67_0,12,3
4176,output30_68_0,9,5
4177,output30_69_0,9,7
4178,output30_6_0,9,16
4179,output30_70_0,8,7
4180,output30_71_0,9,6
4181,output30_72_0,9,9
4182,output30_73_0,6,11
4183,output30_74_0,6,11
4184,output30_75_0,6,11
4185,output30_76_0,8,14
4186,output30_77_0,8,14
4187,output30_78_0,10,13
4188,output30_79_0,9,16
4189,output30_7_0,6,14
4190,output30_80_0,9,16
4191,output30_81_0,9,16
4192,output30_82_0,13,9
4193,output30_83_0,15,12
4194,output30_84_0,17,13
4195,output30_85_0,17,13
4196,output30_86_0,15,15
4197,output30_87_0,15,15
4198,output30_88_0,15,15
4199,output30_89_0,14,17
4200,output30_8_0,6,11
4201,output30_90_0,14,17
4202,output30_91_0,14,18
4203,output30_92_0,13,18
4204,output30_93_0,13,18
4205,output30_94_0,13,17
4206,output30_95_0,13,18
4207,output30_96_0,13,18
4208,output30_97_0,10,18
4209,output30_98_0,9,18
4210,output30_99_0,10,18
4211,output30_9_0,6,11
4212,output31_0_0,15,10
4213,output31_10_0,7,14
4214,output31_11_0,7,15
4215,output31_12_0,7,15
4216,output31_13_0,8,15
4217,output31_14_0,8,15
4218,output31_15_0,9,16
4219,output31_16_0,9,16
4220,output31_17_0,9,16
4221,output31_18_0,9,18
4222,output31_19_0,10,18
4223,output31_1_0,15,13
4224,output31_20_0,10,18
4225,output31_21_0,3,0
4226,output31_22_0,3,3
4227,output31_23_0,11,1
4228,output31_24_0,3,3
4229,output31_25_0,12,2
4230,output31_26_0,12,1
4231,output31_27_0,14,0
4232,output31_28_0,14,3
4233,output31_29_0,14,3
4234,output31_2_0,17,13
4235,output31_30_0,16,4
4236,output31_31_0,16,5
4237,output31_32_0,16,4
4238,output31_33_0,16,4
4239,output31_34_0,12,7
4240,output31_35_0,12,7
4241,output31_36_0,14,8
4242,output31_37_0,14,9
4243,output31_38_0,15,10
4244,output31_39_0,15,10
4245,output31_3_0,16,13
4246,output31_40_0,15,10
4247,output31_41_0,15,9
4248,output31_42_0,14,9
4249,output31_43_0,14,10
4250,output31_44_0,14,10
4251,output31_45_0,11,7
4252,output31_46_0,12,9
4253,output31_47_0,12,9
4254,output31_48_0,11,9
4255,output31_49_0,11,9
4256,output31_4_0,18,15
4257,output31_50_0,10,10
4258,output31_51_0,10,13
4259,output31_52_0,10,13
4260,output31_53_0,10,13
4261,output31_54_0,10,13
4262,output31_55_0,8,14
4263,output31_56_0,8,14
4264,output31_57_0,8,15
4265,output31_58_0,9,16
4266,output31_59_0,6,11
4267,output31_5_0,16,17
4268,output31_60_0,7,14
4269,output31_61_0,7,14
4270,output31_62_0,6,14
4271,output31_63_0,6,14
4272,output31_64_0,9,0
4273,output31_65_0,7,2
4274,output31_66_0,11,2
4275,output31_67_0,12,3
4276,output31_68_0,10,2
4277,output31_69_0,11,4
4278,output31_6_0,12,18
4279,output31_70_0,8,7
4280,output31_71_0,11,7
4281,output31_72_0,14,8
4282,output31_73_0,9,11
4283,output31_74_0,6,11
4284,output31_75_0,10,13
4285,output31_76_0,10,13
4286,output31_77_0,10,13
4287,output31_78_0,9,16
4288,output31_79_0,11,15
4289,output31_7_0,7,14
4290,output31_80_0,11,15
4291,output31_81_0,9,18
4292,output31_82_0,15,10
4293,output31_83_0,14,10
4294,output31_84_0,17,13
4295,output31_85_0,17,13
4296,output31_86_0,15,15
4297,output31_87_0,15,15
4298,output31_88_0,16,17
4299,output31_89_0,16,17
4300,output31_8_0,6,14
4301,output31_90_0,14,17
4302,output31_91_0,14,18
4303,output31_92_0,14,18
4304,output31_93_0,13,18
4305,output31_94_0,14,17
4306,output31_95_0,13,18
4307,output31_96_0,13,18
4308,output31_97_0,10,18
4309,output31_98_0,10,18
4310,output31_99_0,10,18
4311,output31_9_0,7,15
4312,output32_0_0,13,17
4313,output32_10_0,8,14
4314,output32_11_0,7,14
4315,output32_12_0,8,15
4316,output32_13_0,8,14
4317,output32_14_0,9,16
4318,output32_15_0,9,16
4319,output32_16_0,9,16
4320,output32_17_0,9,18
4321,output32_18_0,9,18
4322,output32_19_0,10,18
4323,output32_1_0,15,10
4324,output32_20_0,10,18
4325,output32_21_0,7,2
4326,output32_22_0,1,6
4327,output32_23_0,1,7
4328,output32_24_0,1,2
4329,output32_25_0,4,6
4330,output32_26_0,11,3
4331,output32_27_0,11,3
4332,output32_28_0,14,3
4333,output32_29_0,16,4
4334,output32_2_0,16,10
4335,output32_30_0,16,4
4336,output32_31_0,16,4
4337,output32_32_0,17,4
4338,output32_33_0,16,5
4339,output32_34_0,15,8
4340,output32_35_0,15,8
4341,output32_36_0,16,9
4342,output32_37_0,16,9
4343,output32_38_0,16,10
4344,output32_39_0,16,10
4345,output32_3_0,16,13
4346,output32_40_0,14,10
4347,output32_41_0,16,9
4348,output32_42_0,14,9
4349,output32_43_0,14,9
4350,output32_44_0,14,10
4351,output32_45_0,12,7
4352,output32_46_0,12,7
4353,output32_47_0,12,9
4354,output32_48_0,12,9
4355,output32_49_0,11,9
4356,output32_4_0,16,12
4357,output32_50_0,11,10
4358,output32_51_0,10,9
4359,output32_52_0,10,10
4360,output32_53_0,10,13
4361,output32_54_0,10,13
4362,output32_55_0,10,13
4363,output32_56_0,10,13
4364,output32_57_0,9,16
4365,output32_58_0,9,16
4366,output32_59_0,9,16
4367,output32_5_0,18,17
4368,output32_60_0,8,14
4369,output32_61_0,8,14
4370,output32_62_0,7,14
4371,output32_63_0,7,15
4372,output32_64_0,9,2
4373,output32_65_0,11,2
4374,output32_66_0,9,3
4375,output32_67_0,11,3
4376,output32_68_0,9,5
4377,output32_69_0,11,7
4378,output32_6_0,13,18
4379,output32_70_0,11,8
4380,output32_71_0,11,7
4381,output32_72_0,11,7
4382,output32_73_0,12,9
4383,output32_74_0,11,9
4384,output32_75_0,10,13
4385,output32_76_0,10,13
4386,output32_77_0,10,13
4387,output32_78_0,14,12
4388,output32_79_0,11,15
4389,output32_7_0,9,16
4390,output32_80_0,12,15
4391,output32_81_0,12,16
4392,output32_82_0,16,12
4393,output32_83_0,15,10
4394,output32_84_0,16,13
4395,output32_85_0,17,13
4396,output32_86_0,16,13
4397,output32_87_0,15,15
4398,output32_88_0,16,17
4399,output32_89_0,16,17
4400,output32_8_0,7,14
4401,output32_90_0,14,17
4402,output32_91_0,14,18
4403,output32_92_0,14,18
4404,output32_93_0,13,18
4405,output32_94_0,13,18
4406,output32_95_0,14,18
4407,output32_96_0,13,17
4408,output32_97_0,9,18
4409,output32_98_0,10,18
4410,output32_99_0,10,18
4411,output32_9_0,7,14
4412,output33_0_0,13,15
4413,output33_10_0,9,16
4414,output33_11_0,9,16
4415,output33_12_0,9,16
4416,output33_13_0,9,16
4417,output33_14_0,9,16
4418,output33_15_0,9,16
4419,output33_16_0,9,18
4420,output33_17_0,9,18
4421,output33_18_0,9,18
4422,output33_19_0,10,18
4423,output33_1_0,17,13
4424,output33_20_0,0,3
4425,output33_21_0,1,6
4426,output33_22_0,1,6
4427,output33_23_0,1,7
4428,output33_24_0,1,7
4429,output33_25_0,0,3
4430,output33_26_0,1,3
4431,output33_27_0,2,4
4432,output33_28_0,14,3
4433,output33_29_0,16,4
4434,output33_2_0,17,13
4435,output33_30_0,17,4
4436,output33_31_0,17,5
4437,output33_32_0,17,5
4438,output33_33_0,17,5
4439,output33_34_0,17,5
4440,output33_35_0,17,5
4441,output33_36_0,17,5
4442,output33_37_0,17,5
4443,output33_38_0,16,10
4444,output33_39_0,16,5
4445,output33_3_0,17,13
4446,output33_40_0,14,10
4447,output33_41_0,16,13
4448,output33_42_0,17,13
4449,output33_43_0,15,9
4450,output33_44_0,15,10
4451,output33_45_0,12,7
4452,output33_46_0,12,7
4453,output33_47_0,12,7
4454,output33_48_0,11,8
4455,output33_49_0,12,9
4456,output33_4_0,18,13
4457,output33_50_0,12,10
4458,output33_51_0,12,10
4459,output33_52_0,10,10
4460,output33_53_0,10,13
4461,output33_54_0,10,13
4462,output33_55_0,10,13
4463,output33_56_0,10,13
4464,output33_57_0,9,15
4465,output33_58_0,9,10
4466,output33_59_0,9,16
4467,output33_5_0,18,13
4468,output33_60_0,10,13
4469,output33_61_0,8,14
4470,output33_62_0,8,14
4471,output33_63_0,8,15
4472,output33_64_0,9,16
4473,output33_65_0,15,2
4474,output33_66_0,11,3
4475,output33_67_0,11,5
4476,output33_68_0,12,1
4477,output33_69_0,12,7
4478,output33_6_0,13,17
4479,output33_70_0,12,7
4480,output33_71_0,12,9
4481,output33_72_0,12,9
4482,output33_73_0,11,9
4483,output33_74_0,9,10
4484,output33_75_0,10,13
4485,output33_76_0,10,13
4486,output33_77_0,10,13
4487,output33_78_0,11,15
4488,output33_79_0,12,15
4489,output33_7_0,9,16
4490,output33_80_0,12,16
4491,output33_81_0,13,17
4492,output33_82_0,13,17
4493,output33_83_0,16,10
4494,output33_84_0,17,13
4495,output33_85_0,17,13
4496,output33_86_0,17,13
4497,output33_87_0,15,15
4498,output33_88_0,18,17
4499,output33_89_0,16,17
4500,output33_8_0,5,16
4501,output33_90_0,16,17
4502,output33_91_0,14,18
4503,output33_92_0,14,18
4504,output33_93_0,14,18
4505,output33_94_0,13,18
4506,output33_95_0,12,18
4507,output33_96_0,13,17
4508,output33_97_0,10,18
4509,output33_98_0,10,18
4510,output33_99_0,10,18
4511,output33_9_0,4,18
4512,output34_0_0,12,15
4513,output34_10_0,9,16
4514,output34_11_0,4,16
4515,output34_12_0,9,16
4516,output34_13_0,9,16
4517,output34_14_0,9,18
4518,output34_15_0,9,18
4519,output34_16_0,9,18
4520,output34_17_0,10,18
4521,output34_18_0,10,18
4522,output34_19_0,1,7
4523,output34_1_0,14,15
4524,output34_20_0,0,3
4525,output34_21_0,1,5
4526,output34_22_0,1,5
4527,output34_23_0,1,7
4528,output34_24_0,1,7
4529,output34_25_0,1,2
4530,output34_26_0,1,2
4531,output34_27_0,1,7
4532,output34_28_0,2,4
4533,output34_29_0,18,3
4534,output34_2_0,18,13
4535,output34_30_0,18,4
4536,output34_31_0,17,5
4537,output34_32_0,17,5
4538,output34_33_0,17,5
4539,output34_34_0,16,5
4540,output34_35_0,15,5
4541,output34_36_0,17,5
4542,output34_37_0,17,9
4543,output34_38_0,17,5
4544,output34_39_0,17,5
4545,output34_3_0,18,10
4546,output34_40_0,17,5
4547,output34_41_0,17,13
4548,output34_42_0,15,5
4549,output34_43_0,13,5
4550,output34_44_0,12,5
4551,output34_45_0,12,7
4552,output34_46_0,12,7
4553,output34_47_0,12,7
4554,output34_48_0,15,10
4555,output34_49_0,12,9
4556,output34_4_0,18,10
4557,output34_50_0,12,10
4558,output34_51_0,12,13
4559,output34_52_0,11,10
4560,output34_53_0,13,13
4561,output34_54_0,13,13
4562,output34_55_0,10,13
4563,output34_56_0,11,15
4564,output34_57_0,13,17
4565,output34_58_0,10,10
4566,output34_59_0,10,13
4567,output34_5_0,18,17
4568,output34_60_0,10,13
4569,output34_61_0,10,13
4570,output34_62_0,8,14
4571,output34_63_0,9,14
4572,output34_64_0,9,16
4573,output34_65_0,12,3
4574,output34_66_0,14,1
4575,output34_67_0,12,3
4576,output34_68_0,12,5
4577,output34_69_0,12,7
4578,output34_6_0,13,18
4579,output34_70_0,12,7
4580,output34_71_0,12,7
4581,output34_72_0,12,9
4582,output34_73_0,11,9
4583,output34_74_0,14,10
4584,output34_75_0,13,13
4585,output34_76_0,10,13
4586,output34_77_0,10,13
4587,output34_78_0,12,15
4588,output34_79_0,13,17
4589,output34_7_0,9,16
4590,output34_80_0,14,15
4591,output34_81_0,13,17
4592,output34_82_0,13,17
4593,output34_83_0,13,18
4594,output34_84_0,14,17
4595,output34_85_0,17,13
4596,output34_86_0,17,13
4597,output34_87_0,17,13
4598,output34_88_0,15,15
4599,output34_89_0,18,17
4600,output34_8_0,8,14
4601,output34_90_0,16,17
4602,output34_91_0,14,18
4603,output34_92_0,14,18
4604,output34_93_0,14,17
4605,output34_94_0,14,18
4606,output34_95_0,13,18
4607,output34_96_0,14,17
4608,output34_97_0,13,18
4609,output34_98_0,10,18
4610,output34_99_0,10,18
4611,output34_9_0,5,15
4612,output35_0_0,15,15
4613,output35_10_0,4,16
4614,output35_11_0,1,18
4615,output35_12_0,10,18
4616,output35_13_0,10,18
4617,output35_14_0,10,18
4618,output35_15_0,10,18
4619,output35_16_0,9,18
4620,output35_17_0,10,18
4621,output35_18_0,10,18
4622,output35_19_0,2,3
4623,output35_1_0,16,15
4624,output35_20_0,1,2
4625,output35_21_0,1,2
4626,output35_22_0,1,5
4627,output35_23_0,1,3
4628,output35_24_0,1,7
4629,output35_25_0,3,2
4630,output35_26_0,4,2
4631,output35_27_0,1,3
4632,output35_28_0,1,5
4633,output35_29_0,18,4
4634,output35_2_0,18,10
4635,output35_30_0,18,4
4636,output35_31_0,17,5
4637,output35_32_0,17,5
4638,output35_33_0,16,5
4639,output35_34_0,16,5
4640,output35_35_0,16,5
4641,output35_36_0,18,9
4642,output35_37_0,18,9
4643,output35_38_0,18,4
4644,output35_39_0,18,6
4645,output35_3_0,18,10
4646,output35_40_0,17,5
4647,output35_41_0,16,5
4648,output35_42_0,16,4
4649,output35_43_0,16,5
4650,output35_44_0,15,8
4651,output35_45_0,12,7
4652,output35_46_0,12,7
4653,output35_47_0,12,8
4654,output35_48_0,14,9
4655,output35_49_0,14,9
4656,output35_4_0,18,13
4657,output35_50_0,14,10
4658,output35_51_0,11,8
4659,output35_52_0,12,10
4660,output35_53_0,14,13
4661,output35_54_0,13,12
4662,output35_55_0,13,13
4663,output35_56_0,12,13
4664,output35_57_0,11,10
4665,output35_58_0,11,10
4666,output35_59_0,10,10
4667,output35_5_0,18,17
4668,output35_60_0,10,13
4669,output35_61_0,10,13
4670,output35_62_0,10,13
4671,output35_63_0,8,14
4672,output35_64_0,9,10
4673,output35_65_0,11,8
4674,output35_66_0,14,4
4675,output35_67_0,12,5
4676,output35_68_0,14,3
4677,output35_69_0,12,5
4678,output35_6_0,10,18
4679,output35_70_0,12,7
4680,output35_71_0,14,9
4681,output35_72_0,14,9
4682,output35_73_0,15,10
4683,output35_74_0,10,13
4684,output35_75_0,13,13
4685,output35_76_0,13,13
4686,output35_77_0,12,13
4687,output35_78_0,14,12
4688,output35_79_0,13,17
4689,output35_7_0,9,18
4690,output35_80_0,13,17
4691,output35_81_0,11,17
4692,output35_82_0,14,18
4693,output35_83_0,14,18
4694,output35_84_0,14,18
4695,output35_85_0,14,17
4696,output35_86_0,16,13
4697,output35_87_0,16,13
4698,output35_88_0,15,15
4699,output35_89_0,15,15
4700,output35_8_0,10,13
4701,output35_90_0,16,17
4702,output35_91_0,16,17
4703,output35_92_0,14,18
4704,output35_93_0,13,18
4705,output35_94_0,14,18
4706,output35_95_0,14,18
4707,output35_96_0,14,15
4708,output35_97_0,13,18
4709,output35_98_0,13,18
4710,output35_99_0,10,18
4711,output35_9_0,11,15
4712,output36_0_0,15,15
4713,output36_10_0,4,16
4714,output36_11_0,9,16
4715,output36_12_0,3,18
4716,output36_13_0,12,18
4717,output36_14_0,10,18
4718,output36_15_0,4,16
4719,output36_16_0,10,18
4720,output36_17_0,10,18
4721,output36_18_0,3,18
4722,output36_19_0,2,11
4723,output36_1_0,15,10
4724,output36_20_0,3,5
4725,output36_21_0,3,5
4726,output36_22_0,3,5
4727,output36_23_0,3,1
4728,output36_24_0,3,2
4729,output36_25_0,3,2
4730,output36_26_0,1,3
4731,output36_27_0,4,6
4732,output36_28_0,1,5
4733,output36_29_0,4,6
4734,output36_2_0,18,10
4735,output36_30_0,4,6
4736,output36_31_0,17,5
4737,output36_32_0,17,5
4738,output36_33_0,17,5
4739,output36_34_0,17,5
4740,output36_35_0,17,5
4741,output36_36_0,18,3
4742,output36_37_0,18,9
4743,output36_38_0,17,9
4744,output36_39_0,17,3
4745,output36_3_0,18,10
4746,output36_40_0,17,4
4747,output36_41_0,16,4
4748,output36_42_0,16,4
4749,output36_43_0,16,5
4750,output36_44_0,16,5
4751,output36_45_0,16,5
4752,output36_46_0,12,7
4753,output36_47_0,16,9
4754,output36_48_0,13,9
4755,output36_49_0,14,9
4756,output36_4_0,18,13
4757,output36_50_0,13,10
4758,output36_51_0,16,12
4759,output36_52_0,13,13
4760,output36_53_0,12,10
4761,output36_54_0,12,12
4762,output36_55_0,14,15
4763,output36_56_0,13,17
4764,output36_57_0,11,9
4765,output36_58_0,11,10
4766,output36_59_0,11,10
4767,output36_5_0,18,13
4768,output36_60_0,13,12
4769,output36_61_0,12,13
4770,output36_62_0,10,13
4771,output36_63_0,11,15
4772,output36_64_0,5,11
4773,output36_65_0,14,2
4774,output36_66_0,5,13
4775,output36_67_0,16,3
4776,output36_68_0,13,5
4777,output36_69_0,12,7
4778,output36_6_0,15,15
4779,output36_70_0,12,7
4780,output36_71_0,15,9
4781,output36_72_0,14,9
4782,output36_73_0,11,10
4783,output36_74_0,11,12
4784,output36_75_0,12,13
4785,output36_76_0,16,12
4786,output36_77_0,12,15
4787,output36_78_0,15,16
4788,output36_79_0,12,16
4789,output36_7_0,9,18
4790,output36_80_0,13,17
4791,output36_81_0,13,17
4792,output36_82_0,13,18
4793,output36_83_0,15,18
4794,output36_84_0,16,15
4795,output36_85_0,14,17
4796,output36_86_0,16,13
4797,output36_87_0,16,13
4798,output36_88_0,15,15
4799,output36_89_0,14,17
4800,output36_8_0,9,16
4801,output36_90_0,16,17
4802,output36_91_0,16,18
4803,output36_92_0,14,17
4804,output36_93_0,13,18
4805,output36_94_0,13,18
4806,output36_95_0,13,18
4807,output36_96_0,14,15
4808,output36_97_0,13,18
4809,output36_98_0,10,18
4810,output36_99_0,10,18
4811,output36_9_0,9,16
4812,output37_0_0,14,13
4813,output37_10_0,9,16
4814,output37_11_0,9,18
4815,output37_12_0,3,18
4816,output37_13_0,10,18
4817,output37_14_0,10,18
4818,output37_15_0,10,18
4819,output37_16_0,10,18
4820,output37_17_0,13,18
4821,output37_18_0,10,18
4822,output37_19_0,4,6
4823,output37_1_0,17,13
4824,output37_20_0,4,6
4825,output37_21_0,4,6
4826,output37_22_0,4,6
4827,output37_23_0,4,6
4828,output37_24_0,4,6
4829,output37_25_0,2,1
4830,output37_26_0,4,6
4831,output37_27_0,4,6
4832,output37_28_0,4,6
4833,output37_29_0,4,6
4834,output37_2_0,16,12
4835,output37_30_0,4,6
4836,output37_31_0,3,9
4837,output37_32_0,4,3
4838,output37_33_0,4,5
4839,output37_34_0,4,6
4840,output37_35_0,17,6
4841,output37_36_0,18,3
4842,output37_37_0,18,3
4843,output37_38_0,16,4
4844,output37_39_0,16,2
4845,output37_3_0,17,13
4846,output37_40_0,18,3
4847,output37_41_0,17,4
4848,output37_42_0,17,4
4849,output37_43_0,17,5
4850,output37_44_0,17,5
4851,output37_45_0,16,5
4852,output37_46_0,15,8
4853,output37_47_0,15,8
4854,output37_48_0,16,8
4855,output37_49_0,14,9
4856,output37_4_0,18,13
4857,output37_50_0,14,10
4858,output37_51_0,14,12
4859,output37_52_0,15,10
4860,output37_53_0,13,10
4861,output37_54_0,13,7
4862,output37_55_0,12,7
4863,output37_56_0,13,10
4864,output37_57_0,14,15
4865,output37_58_0,13,12
4866,output37_59_0,13,12
4867,output37_5_0,18,13
4868,output37_60_0,13,12
4869,output37_61_0,13,13
4870,output37_62_0,12,13
4871,output37_63_0,11,15
4872,output37_64_0,11,15
4873,output37_6_0,16,17
4874,output37_92_0,14,17
4875,output37_93_0,14,18
4876,output37_94_0,10,18
4877,output37_95_0,10,18
4878,output37_96_0,9,16
4879,output37_97_0,10,18
4880,output37_98_0,10,18
4881,output37_99_0,10,18
4882,output38_0_0,16,13
4883,output38_10_0,9,16
4884,output38_11_0,9,16
4885,output38_12_0,9,18
4886,output38_13_0,10,18
4887,output38_14_0,10,18
4888,output38_15_0,10,18
4889,output38_16_0,10,18
4890,output38_17_0,10,18
4891,output38_18_0,10,18
4892,output38_19_0,4,6
4893,output38_1_0,17,13
4894,output38_20_0,3,1
4895,output38_21_0,1,3
4896,output38_22_0,4,6
4897,output38_23_0,4,6
4898,output38_24_0,4,6
4899,output38_25_0,4,2
4900,output38_26_0,4,2
4901,output38_27_0,1,5
4902,output38_28_0,4,6
4903,output38_29_0,4,6
4904,output38_2_0,17,13
4905,output38_30_0,6,6
4906,output38_31_0,6,7
4907,output38_32_0,3,9
4908,output38_33_0,4,10
4909,output38_34_0,4,6
4910,output38_35_0,4,6
4911,output38_36_0,18,2
4912,output38_37_0,17,3
4913,output38_38_0,17,4
4914,output38_39_0,17,3
4915,output38_3_0,17,13
4916,output38_40_0,18,3
4917,output38_41_0,16,4
4918,output38_42_0,17,4
4919,output38_43_0,17,5
4920,output38_44_0,17,4
4921,output38_45_0,17,5
4922,output38_46_0,15,6
4923,output38_47_0,15,8
4924,output38_48_0,14,8
4925,output38_49_0,16,10
4926,output38_4_0,17,13
4927,output38_50_0,15,8
4928,output38_51_0,15,8
4929,output38_52_0,14,10
4930,output38_53_0,14,10
4931,output38_54_0,15,12
4932,output38_55_0,14,13
4933,output38_56_0,14,8
4934,output38_57_0,14,10
4935,output38_58_0,15,10
4936,output38_59_0,13,11
4937,output38_5_0,18,15
4938,output38_60_0,16,12
4939,output38_61_0,12,13
4940,output38_62_0,14,15
4941,output38_63_0,13,16
4942,output38_64_0,13,17
4943,output38_65_0,13,17
4944,output38_66_0,7,13
4945,output38_67_0,7,14
4946,output38_68_0,10,13
4947,output38_69_0,16,6
4948,output38_6_0,18,17
4949,output38_70_0,17,5
4950,output38_71_0,14,10
4951,output38_72_0,14,10
4952,output38_73_0,14,10
4953,output38_74_0,8,14
4954,output38_75_0,16,12
4955,output38_76_0,14,15
4956,output38_77_0,14,15
4957,output38_78_0,17,13
4958,output38_79_0,14,17
4959,output38_7_0,13,17
4960,output38_80_0,14,17
4961,output38_81_0,14,17
4962,output38_82_0,14,17
4963,output38_83_0,14,17
4964,output38_84_0,18,15
4965,output38_85_0,16,17
4966,output38_86_0,16,15
4967,output38_87_0,18,17
4968,output38_88_0,15,15
4969,output38_89_0,18,15
4970,output38_8_0,9,18
4971,output38_90_0,16,17
4972,output38_91_0,16,18
4973,output38_92_0,14,18
4974,output38_93_0,13,18
4975,output38_94_0,10,18
4976,output38_95_0,10,18
4977,output38_96_0,9,16
4978,output38_97_0,10,18
4979,output38_98_0,10,18
4980,output38_99_0,10,18
4981,output38_9_0,9,18
4982,output39_0_0,16,13
4983,output39_10_0,9,16
4984,output39_11_0,9,16
4985,output39_12_0,9,18
4986,output39_13_0,9,18
4987,output39_14_0,9,18
4988,output39_15_0,9,18
4989,output39_16_0,10,18
4990,output39_17_0,10,18
4991,output39_18_0,10,18
4992,output39_19_0,7,2
4993,output39_1_0,16,13
4994,output39_20_0,6,2
4995,output39_21_0,6,2
4996,output39_22_0,5,0
4997,output39_23_0,5,0
4998,output39_24_0,6,2
4999,output39_25_0,7,2
5000,output39_26_0,4,2
5001,output39_27_0,7,2
5002,output39_28_0,6,5
5003,output39_29_0,4,6
5004,output39_2_0,18,12
5005,output39_30_0,6,7
5006,output39_31_0,6,7
5007,output39_32_0,3,8
5008,output39_33_0,4,10
5009,output39_34_0,6,6
5010,output39_35_0,6,7
5011,output39_36_0,6,7
5012,output39_37_0,6,7
5013,output39_38_0,9,3
5014,output39_39_0,17,4
5015,output39_3_0,18,13
5016,output39_40_0,17,3
5017,output39_41_0,17,3
5018,output39_42_0,8,7
5019,output39_43_0,6,7
5020,output39_44_0,16,5
5021,output39_45_0,16,5
5022,output39_46_0,16,5
5023,output39_47_0,6,11
5024,output39_48_0,16,5
5025,output39_49_0,15,8
5026,output39_4_0,18,13
5027,output39_50_0,6,14
5028,output39_51_0,16,9
5029,output39_52_0,17,9
5030,output39_53_0,15,10
5031,output39_54_0,15,15
5032,output39_55_0,15,8
5033,output39_56_0,14,9
5034,output39_57_0,5,14
5035,output39_58_0,5,15
5036,output39_59_0,16,12
5037,output39_5_0,18,13
5038,output39_60_0,12,11
5039,output39_61_0,15,15
5040,output39_62_0,13,14
5041,output39_63_0,7,15
5042,output39_64_0,15,8
5043,output39_65_0,14,10
5044,output39_66_0,10,13
5045,output39_67_0,8,14
5046,output39_68_0,10,13
5047,output39_69_0,10,13
5048,output39_6_0,18,17
5049,output39_70_0,10,13
5050,output39_71_0,14,10
5051,output39_72_0,14,10
5052,output39_73_0,14,10
5053,output39_74_0,16,12
5054,output39_75_0,15,12
5055,output39_76_0,16,13
5056,output39_77_0,16,13
5057,output39_78_0,14,15
5058,output39_79_0,14,17
5059,output39_7_0,15,15
5060,output39_80_0,15,15
5061,output39_81_0,14,17
5062,output39_82_0,14,17
5063,output39_83_0,14,17
5064,output39_84_0,13,17
5065,output39_85_0,16,17
